0.000000000000000000e+00, 5.044930869777804194e-02
1.000000000000000021e-02, 1.013478953805999894e-01
2.000000000000000042e-02, 1.526957290633047526e-01
2.999999999999999889e-02, 2.044927784883796285e-01
4.000000000000000083e-02, 2.567390121260362257e-01
5.000000000000000278e-02, 3.094343981742872507e-01
5.999999999999999778e-02, 3.625737379305466468e-01
7.000000000000000666e-02, 4.161484531247116037e-01
8.000000000000000167e-02, 4.701502657759206727e-01
8.999999999999999667e-02, 5.245711816143895367e-01
1.000000000000000056e-01, 5.794034747594514201e-01
1.100000000000000006e-01, 6.346396735339159267e-01
1.199999999999999956e-01, 6.902725473085649099e-01
1.300000000000000044e-01, 7.462950942824913003e-01
1.400000000000000133e-01, 8.027005301153339323e-01
1.499999999999999944e-01, 8.594822773364894086e-01
1.600000000000000033e-01, 9.166339554642871645e-01
1.700000000000000122e-01, 9.741493717750489001e-01
1.799999999999999933e-01, 1.032022512668054670e+00
1.900000000000000022e-01, 1.090247535577824278e+00
2.000000000000000111e-01, 1.148818761389879484e+00
2.099999999999999922e-01, 1.207730667320369600e+00
2.200000000000000011e-01, 1.266977880223693509e+00
2.300000000000000100e-01, 1.326555170295580677e+00
2.399999999999999911e-01, 1.386457445142070366e+00
2.500000000000000000e-01, 1.446679744187486349e+00
2.600000000000000089e-01, 1.507217233396883627e+00
2.700000000000000178e-01, 1.568065200290576611e+00
2.800000000000000266e-01, 1.629219049230281380e+00
2.899999999999999800e-01, 1.690674296958126543e+00
2.999999999999999889e-01, 1.752426568371349802e+00
3.099999999999999978e-01, 1.814471592516898157e+00
3.200000000000000067e-01, 1.876805198791428930e+00
3.300000000000000155e-01, 1.939423313333356713e+00
3.400000000000000244e-01, 2.002321955594638769e+00
3.500000000000000333e-01, 2.065497235080944183e+00
3.599999999999999867e-01, 2.128945348249714264e+00
3.699999999999999956e-01, 2.192662575556410864e+00
3.800000000000000044e-01, 2.256645278639970886e+00
3.900000000000000133e-01, 2.320889897639137001e+00
4.000000000000000222e-01, 2.385392948631940069e+00
4.100000000000000311e-01, 2.450151021191158573e+00
4.199999999999999845e-01, 2.515160776049081726e+00
4.299999999999999933e-01, 2.580418942865369658e+00
4.400000000000000022e-01, 2.645922318092227776e+00
4.500000000000000111e-01, 2.711667762931505354e+00
4.600000000000000200e-01, 2.777652201378686403e+00
4.700000000000000289e-01, 2.843872618349077452e+00
4.799999999999999822e-01, 2.910326057881797990e+00
4.899999999999999911e-01, 2.977009621417469276e+00
5.000000000000000000e-01, 3.043920466145753512e+00
5.100000000000000089e-01, 3.111055803419141341e+00
5.200000000000000178e-01, 3.178412897229607292e+00
5.300000000000000266e-01, 3.245989062744965903e+00
5.400000000000000355e-01, 3.313781664901948254e+00
5.500000000000000444e-01, 3.381788117053202924e+00
5.600000000000000533e-01, 3.450005879665590580e+00
5.700000000000000622e-01, 3.518432459067294626e+00
5.799999999999999600e-01, 3.587065406241420007e+00
5.899999999999999689e-01, 3.655902315663880575e+00
5.999999999999999778e-01, 3.724940824183505139e+00
6.099999999999999867e-01, 3.794178609942408631e+00
6.199999999999999956e-01, 3.863613391334783653e+00
6.300000000000000044e-01, 3.933242926002369355e+00
6.400000000000000133e-01, 4.003065009864952728e+00
6.500000000000000222e-01, 4.073077476184342238e+00
6.600000000000000311e-01, 4.143278194660342528e+00
6.700000000000000400e-01, 4.213665070557334857e+00
6.800000000000000488e-01, 4.284236043860143006e+00
6.900000000000000577e-01, 4.354989088457926982e+00
7.000000000000000666e-01, 4.425922211354925473e+00
7.099999999999999645e-01, 4.497033451906911949e+00
7.199999999999999734e-01, 4.568320881082301277e+00
7.299999999999999822e-01, 4.639782600746888974e+00
7.399999999999999911e-01, 4.711416742971256788e+00
7.500000000000000000e-01, 4.783221469359928868e+00
7.600000000000000089e-01, 4.855194970401409016e+00
7.700000000000000178e-01, 4.927335464838260570e+00
7.800000000000000266e-01, 4.999641199056452656e+00
7.900000000000000355e-01, 5.072110446493204527e+00
8.000000000000000444e-01, 5.144741507062624564e+00
8.100000000000000533e-01, 5.217532706598456471e+00
8.200000000000000622e-01, 5.290482396313276325e+00
8.300000000000000711e-01, 5.363588952273525834e+00
8.399999999999999689e-01, 5.436850774889788518e+00
8.499999999999999778e-01, 5.510266288421739489e+00
8.599999999999999867e-01, 5.583833940497229698e+00
8.699999999999999956e-01, 5.657552201644988621e+00
8.800000000000000044e-01, 5.731419564840454228e+00
8.900000000000000133e-01, 5.805434545064252383e+00
9.000000000000000222e-01, 5.879595678872881592e+00
9.100000000000000311e-01, 5.953901523981165234e+00
9.200000000000000400e-01, 6.028350658856062694e+00
9.300000000000000488e-01, 6.102941682321440631e+00
9.400000000000000577e-01, 6.177673213173427769e+00
9.500000000000000666e-01, 6.252543889805984634e+00
9.599999999999999645e-01, 6.327552369846351610e+00
9.699999999999999734e-01, 6.402697329800028925e+00
9.799999999999999822e-01, 6.477977464704975930e+00
9.899999999999999911e-01, 6.553391487794722359e+00
1.000000000000000000e+00, 6.628938130170093146e+00
1.010000000000000009e+00, 6.704616140479270570e+00
1.020000000000000018e+00, 6.780424284605915730e+00
1.030000000000000027e+00, 6.856361345365090010e+00
1.040000000000000036e+00, 6.932426122206730490e+00
1.050000000000000044e+00, 7.008617430926434189e+00
1.060000000000000053e+00, 7.084934103383319304e+00
1.070000000000000062e+00, 7.161374987224744082e+00
1.080000000000000071e+00, 7.237938945617666597e+00
1.090000000000000080e+00, 7.314624856986441159e+00
1.100000000000000089e+00, 7.391431614756851509e+00
1.110000000000000098e+00, 7.468358127106189848e+00
1.120000000000000107e+00, 7.545403316719201392e+00
1.130000000000000115e+00, 7.622566120549713276e+00
1.140000000000000124e+00, 7.699845489587779923e+00
1.150000000000000133e+00, 7.777240388632177037e+00
1.159999999999999920e+00, 7.854749796068093204e+00
1.169999999999999929e+00, 7.932372703649857471e+00
1.179999999999999938e+00, 8.010108116288561675e+00
1.189999999999999947e+00, 8.087955051844433640e+00
1.199999999999999956e+00, 8.165912540923823570e+00
1.209999999999999964e+00, 8.243979626680674855e+00
1.219999999999999973e+00, 8.322155364622345175e+00
1.229999999999999982e+00, 8.400438822419662444e+00
1.239999999999999991e+00, 8.478829079721087680e+00
1.250000000000000000e+00, 8.557325227970880022e+00
1.260000000000000009e+00, 8.635926370231144844e+00
1.270000000000000018e+00, 8.714631621007663753e+00
1.280000000000000027e+00, 8.793440106079394525e+00
1.290000000000000036e+00, 8.872350962331548629e+00
1.300000000000000044e+00, 8.951363337592148639e+00
1.310000000000000053e+00, 9.030476390471967818e+00
