-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.050
-183.800, 80.200, 0.000,  0.100
-183.800, 80.200, -0.012,  0.150
-183.800, 80.198, 0.036,  0.200
-183.800, 80.197, 0.033,  0.250
-183.799, 80.190, 0.178,  0.300
-183.796, 80.173, 0.370,  0.350
-183.789, 80.144, 0.640,  0.400
-183.776, 80.105, 0.816,  0.450
-183.757, 80.056, 1.028,  0.500
-183.729, 80.001, 1.142,  0.550
-183.698, 79.941, 1.291,  0.600
-183.667, 79.875, 1.405,  0.650
-183.635, 79.805, 1.478,  0.700
-183.603, 79.734, 1.518,  0.750
-183.571, 79.662, 1.527,  0.800
-183.540, 79.591, 1.517,  0.850
-183.509, 79.522, 1.491,  0.900
-183.478, 79.453, 1.462,  0.950
-183.448, 79.387, 1.430,  1.000
-183.417, 79.322, 1.403,  1.050
-183.387, 79.258, 1.381,  1.100
-183.357, 79.195, 1.370,  1.150
-183.327, 79.133, 1.365,  1.200
-183.297, 79.070, 1.371,  1.250
-183.267, 79.007, 1.382,  1.300
-183.237, 78.943, 1.399,  1.350
-183.206, 78.878, 1.418,  1.400
-183.175, 78.813, 1.438,  1.450
-183.145, 78.746, 1.456,  1.500
-183.114, 78.679, 1.472,  1.550
-183.083, 78.611, 1.484,  1.600
-183.053, 78.542, 1.494,  1.650
-183.023, 78.473, 1.501,  1.700
-182.993, 78.404, 1.506,  1.750
-182.963, 78.335, 1.509,  1.800
-182.934, 78.265, 1.513,  1.850
-182.905, 78.195, 1.516,  1.900
-182.876, 78.125, 1.519,  1.950
-182.847, 78.054, 1.524,  2.000
-182.819, 77.983, 1.530,  2.050
-182.791, 77.912, 1.536,  2.100
-182.763, 77.840, 1.544,  2.150
-182.736, 77.767, 1.552,  2.200
-182.709, 77.694, 1.560,  2.250
-182.682, 77.621, 1.569,  2.300
-182.656, 77.546, 1.577,  2.350
-182.630, 77.472, 1.586,  2.400
-182.604, 77.396, 1.594,  2.450
-182.579, 77.320, 1.603,  2.500
-182.554, 77.244, 1.611,  2.550
-182.529, 77.167, 1.619,  2.600
-182.505, 77.089, 1.627,  2.650
-182.481, 77.011, 1.635,  2.700
-182.457, 76.933, 1.643,  2.750
-182.434, 76.853, 1.651,  2.800
-182.411, 76.774, 1.659,  2.850
-182.389, 76.693, 1.667,  2.900
-182.367, 76.613, 1.675,  2.950
-182.345, 76.531, 1.684,  3.000
-182.324, 76.449, 1.692,  3.050
-182.303, 76.367, 1.701,  3.100
-182.282, 76.284, 1.710,  3.150
-182.262, 76.200, 1.719,  3.200
-182.242, 76.116, 1.728,  3.250
-182.223, 76.032, 1.736,  3.300
-182.204, 75.946, 1.745,  3.350
-182.185, 75.861, 1.754,  3.400
-182.166, 75.774, 1.763,  3.450
-182.148, 75.687, 1.772,  3.500
-182.131, 75.600, 1.781,  3.550
-182.113, 75.512, 1.790,  3.600
-182.096, 75.424, 1.800,  3.650
-182.079, 75.335, 1.809,  3.700
-182.063, 75.245, 1.818,  3.750
-182.047, 75.155, 1.828,  3.800
-182.031, 75.065, 1.837,  3.850
-182.016, 74.974, 1.847,  3.900
-182.001, 74.882, 1.856,  3.950
-181.986, 74.790, 1.865,  4.000
-181.972, 74.697, 1.875,  4.050
-181.958, 74.604, 1.884,  4.100
-181.944, 74.510, 1.894,  4.150
-181.931, 74.416, 1.903,  4.200
-181.918, 74.321, 1.913,  4.250
-181.905, 74.226, 1.923,  4.300
-181.893, 74.130, 1.933,  4.350
-181.880, 74.033, 1.943,  4.400
-181.868, 73.936, 1.953,  4.450
-181.857, 73.839, 1.962,  4.500
-181.845, 73.741, 1.972,  4.550
-181.834, 73.642, 1.982,  4.600
-181.824, 73.543, 1.993,  4.650
-181.813, 73.444, 2.003,  4.700
-181.803, 73.344, 2.013,  4.750
-181.793, 73.243, 2.023,  4.800
-181.783, 73.142, 2.034,  4.850
-181.774, 73.040, 2.044,  4.900
-181.764, 72.938, 2.054,  4.950
-181.755, 72.835, 2.065,  5.000
-181.746, 72.732, 2.075,  5.050
-181.738, 72.628, 2.085,  5.100
-181.730, 72.523, 2.096,  5.150
-181.721, 72.418, 2.106,  5.200
-181.714, 72.313, 2.117,  5.250
-181.706, 72.207, 2.128,  5.300
-181.699, 72.100, 2.139,  5.350
-181.691, 71.993, 2.149,  5.400
-181.684, 71.885, 2.160,  5.450
-181.677, 71.777, 2.171,  5.500
-181.671, 71.668, 2.182,  5.550
-181.664, 71.559, 2.193,  5.600
-181.658, 71.449, 2.204,  5.650
-181.652, 71.339, 2.215,  5.700
-181.646, 71.228, 2.226,  5.750
-181.640, 71.116, 2.237,  5.800
-181.635, 71.004, 2.249,  5.850
-181.629, 70.891, 2.260,  5.900
-181.624, 70.778, 2.271,  5.950
-181.619, 70.664, 2.283,  6.000
-181.614, 70.549, 2.294,  6.050
-181.609, 70.434, 2.306,  6.100
-181.605, 70.319, 2.317,  6.150
-181.600, 70.203, 2.329,  6.200
-181.596, 70.086, 2.340,  6.250
-181.592, 69.968, 2.352,  6.300
-181.588, 69.850, 2.363,  6.350
-181.584, 69.732, 2.375,  6.400
-181.580, 69.613, 2.387,  6.450
-181.576, 69.493, 2.399,  6.500
-181.573, 69.373, 2.411,  6.550
-181.569, 69.252, 2.423,  6.600
-181.566, 69.130, 2.435,  6.650
-181.563, 69.008, 2.447,  6.700
-181.560, 68.885, 2.459,  6.750
-181.557, 68.762, 2.471,  6.800
-181.554, 68.638, 2.484,  6.850
-181.551, 68.513, 2.496,  6.900
-181.548, 68.388, 2.509,  6.950
-181.546, 68.262, 2.521,  7.000
-181.543, 68.136, 2.534,  7.050
-181.541, 68.009, 2.546,  7.100
-181.538, 67.881, 2.559,  7.150
-181.536, 67.753, 2.571,  7.200
-181.534, 67.624, 2.584,  7.250
-181.532, 67.494, 2.597,  7.300
-181.530, 67.364, 2.610,  7.350
-181.528, 67.233, 2.623,  7.400
-181.526, 67.101, 2.636,  7.450
-181.524, 66.969, 2.649,  7.500
-181.522, 66.836, 2.662,  7.550
-181.521, 66.703, 2.675,  7.600
-181.519, 66.568, 2.688,  7.650
-181.517, 66.434, 2.702,  7.700
-181.516, 66.298, 2.715,  7.750
-181.514, 66.162, 2.729,  7.800
-181.513, 66.025, 2.742,  7.850
-181.512, 65.887, 2.756,  7.900
-181.510, 65.749, 2.770,  7.950
-181.509, 65.610, 2.784,  8.000
-181.508, 65.470, 2.798,  8.050
-181.507, 65.330, 2.812,  8.100
-181.506, 65.189, 2.826,  8.150
-181.505, 65.047, 2.840,  8.200
-181.503, 64.905, 2.854,  8.250
-181.503, 64.762, 2.868,  8.300
-181.502, 64.618, 2.882,  8.350
-181.501, 64.473, 2.897,  8.400
-181.500, 64.328, 2.911,  8.450
-181.499, 64.182, 2.925,  8.500
-181.498, 64.035, 2.940,  8.550
-181.497, 63.888, 2.954,  8.600
-181.497, 63.739, 2.969,  8.650
-181.496, 63.590, 2.984,  8.700
-181.495, 63.441, 2.999,  8.750
-181.495, 63.290, 3.014,  8.800
-181.494, 63.139, 3.029,  8.850
-181.493, 62.987, 3.044,  8.900
-181.493, 62.835, 3.059,  8.950
-181.492, 62.681, 3.074,  9.000
-181.492, 62.527, 3.089,  9.050
-181.491, 62.372, 3.105,  9.100
-181.491, 62.216, 3.121,  9.150
-181.490, 62.060, 3.136,  9.200
-181.490, 61.902, 3.152,  9.250
-181.489, 61.744, 3.168,  9.300
-181.489, 61.585, 3.183,  9.350
-181.489, 61.425, 3.199,  9.400
-181.488, 61.265, 3.215,  9.450
-181.488, 61.104, 3.231,  9.500
-181.487, 60.942, 3.248,  9.550
-181.487, 60.779, 3.264,  9.600
-181.487, 60.615, 3.280,  9.650
-181.486, 60.450, 3.296,  9.700
-181.486, 60.285, 3.313,  9.750
-181.486, 60.119, 3.329,  9.800
-181.486, 59.952, 3.345,  9.850
-181.485, 59.784, 3.362,  9.900
-181.485, 59.615, 3.379,  9.950
-181.485, 59.446, 3.396, 10.000
-181.485, 59.275, 3.413, 10.050
-181.484, 59.104, 3.430, 10.100
-181.484, 58.932, 3.447, 10.150
-181.484, 58.759, 3.464, 10.200
-181.484, 58.585, 3.482, 10.250
-181.484, 58.411, 3.499, 10.300
-181.483, 58.235, 3.516, 10.350
-181.483, 58.059, 3.534, 10.400
-181.483, 57.881, 3.551, 10.450
-181.483, 57.703, 3.569, 10.500
-181.483, 57.524, 3.587, 10.550
-181.483, 57.344, 3.605, 10.600
-181.482, 57.163, 3.623, 10.650
-181.482, 56.982, 3.641, 10.700
-181.482, 56.799, 3.659, 10.750
-181.482, 56.615, 3.677, 10.800
-181.482, 56.431, 3.696, 10.850
-181.482, 56.246, 3.714, 10.900
-181.481, 56.059, 3.733, 10.950
-181.481, 55.872, 3.751, 11.000
-181.481, 55.684, 3.770, 11.050
-181.481, 55.495, 3.789, 11.100
-181.481, 55.305, 3.808, 11.150
