311.877, 129.489, 3.558,  3.620 False
311.757, 129.489, 3.591,  3.653 False
311.637, 129.489, 3.625,  3.686 False
311.515, 129.489, 3.657,  3.719 False
311.392, 129.489, 3.690,  3.752 False
311.268, 129.489, 3.723,  3.785 False
311.143, 129.489, 3.757,  3.818 False
311.017, 129.489, 3.790,  3.851 False
310.890, 129.489, 3.822,  3.884 False
310.762, 129.489, 3.855,  3.917 False
310.633, 129.489, 3.887,  3.950 False
310.502, 129.489, 3.919,  3.983 False
310.371, 129.489, 3.950,  4.016 False
310.238, 129.489, 3.981,  4.049 False
310.105, 129.490, 4.012,  4.082 False
309.971, 129.490, 4.043,  4.115 False
309.835, 129.490, 4.074,  4.148 False
309.698, 129.490, 4.105,  4.181 False
309.561, 129.491, 4.137,  4.214 False
309.422, 129.491, 4.168,  4.247 False
309.282, 129.491, 4.199,  4.280 False
309.142, 129.491, 4.230,  4.313 False
309.000, 129.491, 4.262,  4.346 False
308.857, 129.491, 4.293,  4.379 False
308.713, 129.491, 4.324,  4.412 False
308.568, 129.491, 4.356,  4.445 False
308.422, 129.491, 4.387,  4.478 False
308.275, 129.492, 4.419,  4.511 False
308.127, 129.492, 4.450,  4.544 False
307.978, 129.492, 4.481,  4.577 False
307.828, 129.492, 4.512,  4.610 False
307.677, 129.492, 4.542,  4.643 False
307.525, 129.492, 4.573,  4.676 False
307.371, 129.492, 4.604,  4.709 False
307.217, 129.492, 4.635,  4.742 False
307.062, 129.492, 4.666,  4.775 False
306.906, 129.492, 4.696,  4.808 False
306.748, 129.493, 4.727,  4.841 False
306.590, 129.493, 4.757,  4.874 False
306.431, 129.493, 4.788,  4.907 False
306.270, 129.493, 4.819,  4.940 False
306.109, 129.493, 4.849,  4.973 False
305.947, 129.493, 4.880,  5.006 False
305.783, 129.493, 4.911,  5.039 False
305.619, 129.493, 4.942,  5.072 False
305.453, 129.493, 4.972,  5.105 False
305.287, 129.493, 5.003,  5.138 False
305.119, 129.494, 5.034,  5.171 False
304.951, 129.494, 5.065,  5.204 False
304.781, 129.494, 5.095,  5.237 False
304.610, 129.494, 5.125,  5.270 False
304.439, 129.494, 5.155,  5.303 False
304.266, 129.494, 5.185,  5.336 False
304.093, 129.494, 5.212,  5.369 False
303.918, 129.494, 5.232,  5.402 False
303.744, 129.494, 5.236,  5.435 False
303.570, 129.496, 5.234,  5.468 False
303.395, 129.499, 5.239,  5.501 False
303.220, 129.501, 5.253,  5.534 False
303.045, 129.505, 5.276,  5.567 False
302.868, 129.509, 5.305,  5.600 False
302.691, 129.513, 5.339,  5.633 False
302.512, 129.517, 5.377,  5.666 False
302.331, 129.520, 5.416,  5.699 False
302.150, 129.525, 5.456,  5.732 False
301.967, 129.529, 5.497,  5.765 False
301.782, 129.533, 5.537,  5.798 False
301.597, 129.539, 5.576,  5.831 False
301.410, 129.545, 5.616,  5.864 False
301.222, 129.550, 5.654,  5.897 False
301.032, 129.557, 5.691,  5.930 False
300.842, 129.564, 5.728,  5.963 False
300.650, 129.572, 5.765,  5.996 False
300.457, 129.579, 5.801,  6.029 False
300.262, 129.586, 5.837,  6.062 False
300.067, 129.593, 5.872,  6.095 False
299.871, 129.600, 5.907,  6.128 False
299.673, 129.608, 5.941,  6.161 False
299.474, 129.615, 5.975,  6.194 False
299.274, 129.622, 6.009,  6.227 False
299.073, 129.630, 6.043,  6.260 False
298.871, 129.638, 6.076,  6.293 False
298.668, 129.646, 6.110,  6.326 False
298.463, 129.654, 6.142,  6.359 False
298.258, 129.662, 6.176,  6.392 False
298.051, 129.671, 6.208,  6.425 False
297.844, 129.679, 6.240,  6.458 False
297.635, 129.688, 6.272,  6.491 False
297.425, 129.699, 6.304,  6.524 False
297.215, 129.710, 6.336,  6.557 False
297.003, 129.722, 6.368,  6.590 False
296.790, 129.734, 6.400,  6.623 False
296.576, 129.747, 6.432,  6.656 False
296.362, 129.760, 6.463,  6.689 False
296.146, 129.772, 6.496,  6.722 False
295.929, 129.784, 6.527,  6.755 False
295.711, 129.799, 6.558,  6.788 False
295.492, 129.814, 6.589,  6.821 False
295.272, 129.829, 6.621,  6.854 False
295.051, 129.846, 6.652,  6.887 False
294.829, 129.863, 6.683,  6.920 False
294.606, 129.880, 6.712,  6.953 False
294.382, 129.898, 6.743,  6.986 False
294.157, 129.915, 6.772,  7.019 False
293.931, 129.933, 6.802,  7.052 False
293.705, 129.950, 6.831,  7.085 False
293.477, 129.969, 6.861,  7.118 False
293.248, 129.988, 6.890,  7.151 False
293.019, 130.007, 6.920,  7.184 False
292.788, 130.027, 6.949,  7.217 False
292.556, 130.047, 6.979,  7.250 False
292.324, 130.068, 7.009,  7.283 False
292.090, 130.089, 7.039,  7.316 False
291.856, 130.110, 7.068,  7.349 False
291.621, 130.131, 7.098,  7.382 False
291.384, 130.151, 7.126,  7.415 False
291.147, 130.171, 7.157,  7.448 False
290.908, 130.192, 7.185,  7.481 False
290.669, 130.212, 7.215,  7.514 False
290.428, 130.232, 7.244,  7.547 False
290.187, 130.253, 7.274,  7.580 False
289.945, 130.273, 7.303,  7.613 False
289.701, 130.294, 7.334,  7.646 False
289.457, 130.314, 7.362,  7.679 False
289.211, 130.334, 7.392,  7.712 False
288.965, 130.355, 7.421,  7.745 False
288.718, 130.375, 7.450,  7.778 False
288.470, 130.395, 7.479,  7.811 False
288.220, 130.415, 7.509,  7.844 False
287.970, 130.436, 7.537,  7.877 False
287.719, 130.455, 7.566,  7.910 False
287.467, 130.475, 7.594,  7.943 False
287.214, 130.495, 7.623,  7.976 False
286.960, 130.515, 7.652,  8.009 False
286.705, 130.535, 7.682,  8.042 False
286.449, 130.555, 7.710,  8.075 False
286.192, 130.575, 7.740,  8.108 False
285.934, 130.594, 7.769,  8.141 False
285.675, 130.614, 7.799,  8.174 False
285.415, 130.634, 7.828,  8.207 False
285.154, 130.653, 7.858,  8.240 False
284.892, 130.672, 7.887,  8.273 False
284.629, 130.690, 7.916,  8.306 False
284.365, 130.708, 7.945,  8.339 False
284.100, 130.725, 7.975,  8.372 False
283.834, 130.742, 8.004,  8.405 False
283.567, 130.758, 8.034,  8.438 False
283.299, 130.773, 8.062,  8.471 False
283.030, 130.787, 8.093,  8.504 False
282.759, 130.799, 8.122,  8.537 False
282.488, 130.811, 8.152,  8.570 False
282.216, 130.822, 8.181,  8.603 False
281.943, 130.830, 8.209,  8.636 False
281.669, 130.837, 8.234,  8.669 False
281.394, 130.846, 8.255,  8.702 False
281.118, 130.855, 8.272,  8.735 False
280.843, 130.864, 8.285,  8.768 False
280.567, 130.872, 8.295,  8.801 False
280.290, 130.880, 8.303,  8.834 False
280.013, 130.887, 8.310,  8.867 False
279.737, 130.895, 8.316,  8.900 False
279.459, 130.901, 8.320,  8.933 False
279.182, 130.906, 8.324,  8.966 False
278.905, 130.911, 8.328,  8.999 False
278.627, 130.917, 8.331,  9.032 False
278.350, 130.922, 8.334,  9.065 False
278.072, 130.927, 8.337,  9.098 False
277.794, 130.931, 8.339,  9.131 False
277.516, 130.935, 8.340,  9.164 False
277.238, 130.939, 8.342,  9.197 False
276.960, 130.942, 8.343,  9.230 False
276.682, 130.945, 8.344,  9.263 False
276.404, 130.946, 8.345,  9.296 False
276.126, 130.948, 8.346,  9.329 False
275.848, 130.949, 8.347,  9.362 False
275.570, 130.950, 8.348,  9.395 False
275.291, 130.951, 8.349,  9.428 False
275.013, 130.952, 8.349,  9.461 False
274.735, 130.952, 8.349,  9.494 False
274.457, 130.952, 8.350,  9.527 False
274.178, 130.952, 8.350,  9.560 False
273.900, 130.952, 8.350,  9.593 False
273.622, 130.952, 8.351,  9.626 False
273.343, 130.951, 8.351,  9.659 False
273.065, 130.949, 8.350,  9.692 False
272.787, 130.947, 8.351,  9.725 False
272.508, 130.945, 8.351,  9.758 False
272.230, 130.943, 8.351,  9.791 False
271.952, 130.941, 8.351,  9.824 False
271.673, 130.938, 8.351,  9.857 False
271.395, 130.935, 8.350,  9.890 False
271.117, 130.932, 8.350,  9.923 False
270.838, 130.929, 8.350,  9.956 False
270.560, 130.925, 8.350,  9.989 False
270.282, 130.921, 8.350, 10.022 False
270.003, 130.917, 8.350, 10.055 False
269.725, 130.913, 8.349, 10.088 False
269.447, 130.909, 8.349, 10.121 False
269.169, 130.904, 8.349, 10.154 False
268.890, 130.899, 8.348, 10.187 False
268.612, 130.894, 8.348, 10.220 False
268.334, 130.889, 8.348, 10.253 False
268.056, 130.883, 8.348, 10.286 False
267.778, 130.878, 8.348, 10.319 False
267.499, 130.872, 8.347, 10.352 False
267.221, 130.866, 8.347, 10.385 False
266.943, 130.860, 8.347, 10.418 False
266.665, 130.854, 8.347, 10.451 False
266.387, 130.847, 8.346, 10.484 False
266.109, 130.840, 8.346, 10.517 False
265.831, 130.833, 8.346, 10.550 False
265.552, 130.826, 8.346, 10.583 False
265.274, 130.819, 8.345, 10.616 False
264.996, 130.812, 8.345, 10.649 False
264.718, 130.805, 8.345, 10.682 False
264.440, 130.797, 8.345, 10.715 False
264.162, 130.789, 8.344, 10.748 False
263.884, 130.782, 8.344, 10.781 False
263.606, 130.774, 8.344, 10.814 False
263.328, 130.765, 8.344, 10.847 False
263.050, 130.756, 8.343, 10.880 False
262.772, 130.747, 8.343, 10.913 False
262.494, 130.739, 8.343, 10.946 False
262.216, 130.730, 8.343, 10.979 False
261.938, 130.721, 8.343, 11.012 False
261.660, 130.712, 8.342, 11.045 False
261.383, 130.702, 8.342, 11.078 False
261.105, 130.693, 8.342, 11.111 False
260.827, 130.683, 8.341, 11.144 False
260.549, 130.673, 8.341, 11.177 False
260.271, 130.663, 8.341, 11.210 False
259.993, 130.653, 8.341, 11.243 False
259.715, 130.642, 8.341, 11.276 False
259.438, 130.632, 8.341, 11.309 False
259.160, 130.622, 8.341, 11.342 False
258.882, 130.611, 8.340, 11.375 False
258.604, 130.601, 8.340, 11.408 False
258.326, 130.590, 8.340, 11.441 False
258.049, 130.580, 8.340, 11.474 False
257.771, 130.569, 8.340, 11.507 False
257.493, 130.558, 8.340, 11.540 False
257.215, 130.547, 8.339, 11.573 False
256.937, 130.536, 8.339, 11.606 False
256.660, 130.525, 8.339, 11.639 False
256.382, 130.514, 8.339, 11.672 False
256.104, 130.502, 8.339, 11.705 False
255.827, 130.491, 8.339, 11.738 False
255.549, 130.480, 8.338, 11.771 False
255.271, 130.469, 8.338, 11.804 False
254.993, 130.457, 8.338, 11.837 False
254.716, 130.446, 8.338, 11.870 False
254.438, 130.434, 8.338, 11.903 False
254.160, 130.423, 8.338, 11.936 False
253.883, 130.411, 8.338, 11.969 False
253.605, 130.399, 8.338, 12.002 False
253.327, 130.387, 8.338, 12.035 False
253.050, 130.375, 8.337, 12.068 False
252.772, 130.364, 8.337, 12.101 False
252.494, 130.352, 8.337, 12.134 False
252.217, 130.340, 8.337, 12.167 False
251.939, 130.328, 8.337, 12.200 False
251.661, 130.316, 8.337, 12.233 False
251.384, 130.303, 8.337, 12.266 False
251.106, 130.291, 8.337, 12.299 False
250.829, 130.279, 8.337, 12.332 False
250.551, 130.267, 8.336, 12.365 False
250.273, 130.254, 8.336, 12.398 False
249.996, 130.242, 8.336, 12.431 False
249.718, 130.230, 8.336, 12.464 False
249.440, 130.217, 8.336, 12.497 False
249.163, 130.205, 8.336, 12.530 False
248.885, 130.193, 8.336, 12.563 False
248.608, 130.180, 8.336, 12.596 False
248.330, 130.168, 8.336, 12.629 False
248.053, 130.156, 8.336, 12.662 False
247.775, 130.143, 8.336, 12.695 False
247.497, 130.131, 8.336, 12.728 False
247.220, 130.119, 8.336, 12.761 False
246.942, 130.107, 8.336, 12.794 False
246.665, 130.094, 8.335, 12.827 False
246.387, 130.082, 8.335, 12.860 False
246.109, 130.070, 8.335, 12.893 False
245.832, 130.058, 8.335, 12.926 False
245.554, 130.045, 8.335, 12.959 False
245.277, 130.033, 8.335, 12.992 False
244.999, 130.021, 8.335, 13.025 False
244.722, 130.009, 8.335, 13.058 False
244.444, 129.997, 8.335, 13.091 False
244.166, 129.985, 8.335, 13.124 False
243.889, 129.973, 8.335, 13.157 False
243.611, 129.961, 8.335, 13.190 False
243.334, 129.949, 8.335, 13.223 False
243.056, 129.937, 8.335, 13.256 False
242.779, 129.925, 8.335, 13.289 False
242.501, 129.913, 8.335, 13.322 False
242.223, 129.901, 8.335, 13.355 False
241.946, 129.889, 8.335, 13.388 False
241.668, 129.878, 8.335, 13.421 False
241.391, 129.866, 8.335, 13.454 False
241.113, 129.854, 8.334, 13.487 False
240.835, 129.843, 8.334, 13.520 False
240.558, 129.831, 8.334, 13.553 False
240.280, 129.820, 8.334, 13.586 False
240.003, 129.808, 8.334, 13.619 False
239.725, 129.797, 8.334, 13.652 False
239.448, 129.786, 8.334, 13.685 False
239.170, 129.774, 8.334, 13.718 False
238.892, 129.763, 8.334, 13.751 False
238.615, 129.753, 8.334, 13.784 False
238.337, 129.742, 8.334, 13.817 False
238.060, 129.731, 8.334, 13.850 False
237.782, 129.721, 8.334, 13.883 False
237.504, 129.710, 8.334, 13.916 False
237.227, 129.700, 8.334, 13.949 False
236.949, 129.689, 8.334, 13.982 False
236.672, 129.679, 8.334, 14.015 False
236.394, 129.668, 8.334, 14.048 False
236.116, 129.658, 8.334, 14.081 False
235.839, 129.648, 8.334, 14.114 False
235.561, 129.637, 8.334, 14.147 False
235.284, 129.627, 8.334, 14.180 False
235.006, 129.617, 8.334, 14.213 False
234.728, 129.608, 8.334, 14.246 False
234.451, 129.598, 8.334, 14.279 False
234.173, 129.588, 8.334, 14.312 False
233.895, 129.578, 8.334, 14.345 False
233.618, 129.569, 8.334, 14.378 False
233.340, 129.559, 8.334, 14.411 False
233.063, 129.550, 8.334, 14.444 False
232.785, 129.540, 8.334, 14.477 False
232.507, 129.531, 8.334, 14.510 False
232.230, 129.522, 8.334, 14.543 False
231.952, 129.512, 8.334, 14.576 False
231.674, 129.503, 8.334, 14.609 False
231.397, 129.494, 8.334, 14.642 False
231.119, 129.486, 8.334, 14.675 False
230.841, 129.477, 8.334, 14.708 False
230.564, 129.468, 8.334, 14.741 False
230.286, 129.460, 8.333, 14.774 False
230.008, 129.452, 8.333, 14.807 False
229.731, 129.443, 8.333, 14.840 False
229.453, 129.435, 8.333, 14.873 False
229.175, 129.427, 8.333, 14.906 False
228.898, 129.419, 8.333, 14.939 False
228.620, 129.411, 8.333, 14.972 False
228.342, 129.403, 8.333, 15.005 False
228.065, 129.395, 8.333, 15.038 False
227.787, 129.388, 8.333, 15.071 False
227.509, 129.380, 8.333, 15.104 False
227.232, 129.372, 8.333, 15.137 False
226.954, 129.365, 8.333, 15.170 False
226.676, 129.358, 8.333, 15.203 False
226.399, 129.350, 8.333, 15.236 False
226.121, 129.343, 8.333, 15.269 False
225.843, 129.336, 8.333, 15.302 False
225.566, 129.329, 8.333, 15.335 False
225.288, 129.322, 8.333, 15.368 False
225.010, 129.315, 8.333, 15.401 False
224.733, 129.309, 8.333, 15.434 False
224.455, 129.302, 8.333, 15.467 False
224.177, 129.296, 8.333, 15.500 False
223.899, 129.289, 8.333, 15.533 False
223.622, 129.283, 8.333, 15.566 False
223.344, 129.277, 8.333, 15.599 False
223.066, 129.270, 8.333, 15.632 False
222.789, 129.264, 8.333, 15.665 False
222.511, 129.258, 8.333, 15.698 False
222.233, 129.252, 8.333, 15.731 False
221.956, 129.247, 8.333, 15.764 False
221.678, 129.241, 8.333, 15.797 False
221.400, 129.235, 8.333, 15.830 False
221.122, 129.230, 8.333, 15.863 False
220.845, 129.224, 8.333, 15.896 False
220.567, 129.219, 8.333, 15.929 False
220.289, 129.214, 8.333, 15.962 False
220.011, 129.209, 8.333, 15.995 False
219.734, 129.203, 8.333, 16.028 False
219.456, 129.198, 8.333, 16.061 False
219.178, 129.194, 8.333, 16.094 False
218.900, 129.189, 8.333, 16.127 False
218.623, 129.185, 8.333, 16.160 False
218.345, 129.180, 8.333, 16.193 False
218.067, 129.176, 8.333, 16.226 False
217.789, 129.172, 8.333, 16.259 False
217.512, 129.168, 8.333, 16.292 False
217.234, 129.164, 8.333, 16.325 False
216.956, 129.160, 8.333, 16.358 False
216.679, 129.156, 8.333, 16.391 False
216.401, 129.152, 8.333, 16.424 False
216.123, 129.148, 8.333, 16.457 False
215.845, 129.145, 8.333, 16.490 False
215.568, 129.141, 8.333, 16.523 False
215.290, 129.138, 8.333, 16.556 False
215.012, 129.135, 8.333, 16.589 False
214.734, 129.131, 8.333, 16.622 False
214.457, 129.128, 8.333, 16.655 False
214.179, 129.125, 8.333, 16.688 False
213.901, 129.122, 8.333, 16.721 False
213.623, 129.119, 8.333, 16.754 False
213.346, 129.116, 8.333, 16.787 False
213.068, 129.113, 8.333, 16.820 False
212.790, 129.111, 8.333, 16.853 False
212.512, 129.108, 8.333, 16.886 False
212.234, 129.106, 8.333, 16.919 False
211.957, 129.103, 8.333, 16.952 False
211.679, 129.101, 8.333, 16.985 False
211.401, 129.099, 8.333, 17.018 False
211.123, 129.097, 8.333, 17.051 False
210.846, 129.095, 8.333, 17.084 False
210.568, 129.093, 8.333, 17.117 False
210.290, 129.091, 8.333, 17.150 False
210.012, 129.089, 8.333, 17.183 False
209.734, 129.087, 8.333, 17.216 False
209.457, 129.086, 8.333, 17.249 False
209.179, 129.084, 8.333, 17.282 False
208.901, 129.083, 8.333, 17.315 False
208.623, 129.081, 8.333, 17.348 False
208.346, 129.080, 8.333, 17.381 False
208.068, 129.079, 8.333, 17.414 False
207.790, 129.078, 8.333, 17.447 False
207.512, 129.077, 8.333, 17.480 False
207.235, 129.076, 8.333, 17.513 False
206.957, 129.076, 8.333, 17.546 False
206.679, 129.075, 8.333, 17.579 False
206.401, 129.075, 8.333, 17.612 False
206.123, 129.074, 8.333, 17.645 False
205.846, 129.074, 8.333, 17.678 False
205.568, 129.073, 8.333, 17.711 False
205.290, 129.073, 8.333, 17.744 False
205.012, 129.073, 8.333, 17.777 False
204.735, 129.073, 8.333, 17.810 False
204.457, 129.072, 8.333, 17.843 False
204.179, 129.072, 8.333, 17.876 False
203.901, 129.073, 8.333, 17.909 False
203.623, 129.073, 8.333, 17.942 False
203.346, 129.073, 8.333, 17.975 False
203.068, 129.073, 8.333, 18.008 False
202.790, 129.073, 8.333, 18.041 False
202.512, 129.074, 8.333, 18.074 False
202.235, 129.074, 8.333, 18.107 False
201.957, 129.075, 8.333, 18.140 False
201.679, 129.075, 8.333, 18.173 False
201.401, 129.076, 8.333, 18.206 False
201.123, 129.077, 8.333, 18.239 False
200.846, 129.077, 8.333, 18.272 False
200.568, 129.078, 8.333, 18.305 False
200.290, 129.079, 8.333, 18.338 False
200.012, 129.080, 8.333, 18.371 False
199.735, 129.081, 8.333, 18.404 False
199.457, 129.082, 8.333, 18.437 False
199.179, 129.083, 8.333, 18.470 False
198.901, 129.085, 8.333, 18.503 False
198.624, 129.086, 8.333, 18.536 False
198.346, 129.087, 8.333, 18.569 False
198.068, 129.089, 8.333, 18.602 False
197.790, 129.091, 8.333, 18.635 False
197.512, 129.092, 8.333, 18.668 False
197.235, 129.094, 8.333, 18.701 False
196.957, 129.096, 8.333, 18.734 False
196.679, 129.098, 8.333, 18.767 False
196.401, 129.099, 8.333, 18.800 False
196.124, 129.101, 8.333, 18.833 False
195.846, 129.103, 8.333, 18.866 False
195.568, 129.105, 8.333, 18.899 False
195.290, 129.107, 8.333, 18.932 False
195.012, 129.110, 8.333, 18.965 False
194.735, 129.112, 8.333, 18.998 False
194.457, 129.114, 8.333, 19.031 False
194.179, 129.116, 8.333, 19.064 False
193.901, 129.118, 8.333, 19.097 False
193.624, 129.121, 8.333, 19.130 False
193.346, 129.123, 8.333, 19.163 False
193.068, 129.126, 8.333, 19.196 False
192.790, 129.128, 8.333, 19.229 False
192.512, 129.130, 8.333, 19.262 False
192.235, 129.133, 8.333, 19.295 False
191.957, 129.135, 8.333, 19.328 False
191.679, 129.138, 8.333, 19.361 False
191.401, 129.141, 8.333, 19.394 False
191.124, 129.143, 8.333, 19.427 False
190.846, 129.146, 8.333, 19.460 False
190.568, 129.149, 8.333, 19.493 False
190.290, 129.151, 8.333, 19.526 False
190.013, 129.154, 8.333, 19.559 False
189.735, 129.157, 8.333, 19.592 False
189.457, 129.160, 8.333, 19.625 False
189.179, 129.163, 8.333, 19.658 False
188.902, 129.166, 8.333, 19.691 False
188.624, 129.169, 8.333, 19.724 False
188.346, 129.172, 8.333, 19.757 False
188.068, 129.175, 8.333, 19.790 False
187.791, 129.179, 8.333, 19.823 False
187.513, 129.182, 8.333, 19.856 False
187.235, 129.185, 8.333, 19.889 False
186.957, 129.188, 8.333, 19.922 False
186.680, 129.192, 8.333, 19.955 False
186.402, 129.195, 8.333, 19.988 False
186.124, 129.199, 8.333, 20.021 False
185.847, 129.202, 8.333, 20.054 False
185.569, 129.205, 8.333, 20.087 False
185.291, 129.209, 8.333, 20.120 False
185.013, 129.212, 8.333, 20.153 False
184.736, 129.216, 8.333, 20.186 False
184.458, 129.219, 8.333, 20.219 False
184.180, 129.223, 8.333, 20.252 False
183.902, 129.226, 8.333, 20.285 False
183.625, 129.230, 8.333, 20.318 False
183.347, 129.233, 8.333, 20.351 False
183.069, 129.237, 8.333, 20.384 False
182.791, 129.240, 8.333, 20.417 False
182.514, 129.244, 8.333, 20.450 False
182.236, 129.247, 8.333, 20.483 False
181.958, 129.251, 8.333, 20.516 False
181.681, 129.254, 8.333, 20.549 False
181.403, 129.258, 8.333, 20.582 False
181.125, 129.262, 8.333, 20.615 False
180.847, 129.265, 8.333, 20.648 False
180.570, 129.269, 8.333, 20.681 False
180.292, 129.272, 8.333, 20.714 False
180.014, 129.276, 8.333, 20.747 False
179.736, 129.280, 8.333, 20.780 False
179.459, 129.283, 8.333, 20.813 False
179.181, 129.287, 8.333, 20.846 False
178.903, 129.291, 8.333, 20.879 False
178.625, 129.294, 8.333, 20.912 False
178.348, 129.298, 8.333, 20.945 False
178.070, 129.301, 8.333, 20.978 False
177.792, 129.305, 8.333, 21.011 False
177.515, 129.309, 8.333, 21.044 False
177.237, 129.312, 8.333, 21.077 False
176.959, 129.316, 8.333, 21.110 False
176.681, 129.319, 8.333, 21.143 False
176.404, 129.323, 8.333, 21.176 False
176.126, 129.326, 8.333, 21.209 False
175.848, 129.330, 8.333, 21.242 False
175.570, 129.334, 8.333, 21.275 False
175.293, 129.337, 8.330, 21.308 False
175.016, 129.341, 8.305, 21.341 False
174.741, 129.344, 8.246, 21.374 False
174.469, 129.348, 8.157, 21.407 False
174.200, 129.351, 8.043, 21.440 False
173.936, 129.354, 7.909, 21.473 False
173.677, 129.358, 7.763, 21.506 False
173.424, 129.361, 7.605, 21.539 False
173.175, 129.364, 7.438, 21.572 False
172.933, 129.367, 7.269, 21.605 False
172.696, 129.370, 7.098, 21.638 False
172.464, 129.373, 6.931, 21.671 False
172.238, 129.376, 6.771, 21.704 False
172.016, 129.378, 6.624, 21.737 False
171.799, 129.381, 6.486, 21.770 False
171.586, 129.383, 6.360, 21.803 False
171.378, 129.386, 6.240, 21.836 False
171.172, 129.388, 6.132, 21.869 False
170.970, 129.391, 6.028, 21.902 False
170.772, 129.393, 5.937, 21.935 False
